
hv9luw	1358899165510602800	laurenkaleo	BoneToPick	1612821788040	I have another bone to pick with Mr. Timberlake. Everyone talks mad shit about @ writing about ex’s when JT started his solo career by blasting Britney, stating she cheated AND talking about how he had sex with her... but TSwift is a bad role model?
lb1cd1	1358899200029847600	EDemimsy	BoilsDownTo	1612821796258	@ @ Imo it boils down to white writers having BIPOC characters as main characters/diverse casts shouldn’t in any shape way or form influence the number of BIPOC writers getting published. I guess as readers we could do more to demand the publishers follow through on that
1r3947t	1358899421556207600	VazSalena	InAWord	1612821849099	In trends without in list our tweet counts more than engagements (RTs) so each &amp; every participant of this historical trend make sure to do maximum tweets from all ids along with RTing &amp; u can write anything as tweet in a word or sentence,Do short tweets.DESERVING WINNER RUBINA
1k1q33i	1358900068347216000	DpeInk_nHart8k	NeedlessToSay	1612822003313	32  i did in 3rd grade every chance i got, until one climb up, i lost my grip and slid around 15 ft down before letting go, needless to say, i cudnt write for like a week 😂😂😂
7ub1ug	1358900301542080500	thekiwibunch	OnTheSpot	1612822058874	Prepping for my first zoom class of the spring semester by writing a list of fun facts about myself before I'm put on the spot
1lh15hc	1358900998153007000	AuthorCharles	WrongSideOfTheBed	1612822224998	Conversations with my cat  63Today, we both woke up on the wrong side of the bedURL 
10ti94z	1358901738766434300	cloudiixpluto	MakeMyDay	1612822401535	to all the threaders who wanna quit and stop writing threads i love all your threads and you guys as a person y'all is very funny and make my day and when i was gonna kill myself yall was there to support me so thanks and please rethink of those ideas of yours🥺
9k46b	1358901854386618400	Jewthulhu	MissedTheBoat	1612822429088	I think we really missed the boat on what Asimov was *actually* good at writing.Honestly, his sci-fi asks good questions and answers the ones it answers... Fine? I don't think he writes so well.But as a scholar of Shakespeare and history? God DAMN, Isaac.
t22ycm	1358902242028384300	MikeFrenchYYZ	MorePowerToYou	1612822521625	By removing “just” from your business writing, you’ll add more power to your words and, more importantly, improve your chances of a speedy response. URL URL
8kpumy	1358902746318004200	drinkenjoyer	AllFunAndGames	1612822641778	@ It's all fun and games til he starts writing you death threats
129fbt1	1358904177129324500	Nightelf_Aphra	EndOfTheDay	1612822982894	I'm now episode 10 of DoDoSolSolLaLaSol and I don't like Ra Ra.She's so annoying imho and the end of episode 10 was just the cherry on top 🤬☹.Going to finish the Drama anyway, because at the end of the day I love Go Ara,just not the character she plays here 🙈 
ctko0g	1358904299577778200	moskov	GoesWithoutSaying	1612823012079	@ @ Looks like @ cleared things up while I was in a meeting, but for next time it goes without saying that I write all my tweets with the assumption they may get included in articles alongside insinuating commentary. You could have dunked on my first one so hard.
oesx6l	1358904658908045300	Leonalfr	RoadToHellIsPaved	1612823097730	@ @ "the road to hell is paved with adverbs" is a bit from On Writing that's burned on my brain by now.
1870soc	1358904685940400000	fia_dahlia	InThisDayAndAge,ThisDayAndAge	1612823104202	Actually! I am kind of pissed off that my love letter writing skills are being wasted in this day and age! I am a fantastic love letter writer! What the fuck!
1a8yev1	1358904966476427300	corey_lanum	BenefitOfTheDoubt	1612823171104	@ Matt, remember way back in December 2020 when Shikha Dalmia was let go by Reason and she was quoted *in the Daily Beast* that it was solely because her writing was too anti-Trump? If you think as I do that Reason deserves the benefit of the doubt there, maybe the Times does too.
1j7v83z	1358905147750047700	day_gun	DrawTheLine	1612823214307	@ it is cult like but it is very good and the drive thru service is great. i have no beef with the employees or their business model. But to use some of your profit margin(and get a tax write off) to oppress people based on religious beliefs of the owner is where i draw the line
1hth3f9	1358905189625979000	boyofbadfaith	MakeMyDay	1612823224289	// Dawed adjsd Logging in and seeing this comment that @ said. MY heart just like. 😍😍🥰🥰🥰 I was half asleep writing that starter, and I have never roleplayed with a Cedric ever. I am just like so happy! that you liked it! ^____^ Anyone else wanna make my day *-
1aoc09w	1358905263596658700	ChrisMarsicano	OffTheTopOfMyHead	1612823241917	@ @ Not off the top of my head, but maybe @ and I should write one?
1qtu86e	1358905287378415600	LunaNoona_GB	NeedlessToSay	1612823247691	@ I was a little rougher around the edges then 😂 now a days I’m more of a “If you can’t say anything nice don’t say anything at all” needless to say there’s a lot I write and then delete and just walk away 😂 URL
dtwf21	1358905290029207600	2creepy4pasta	LongLostLove	1612823248186	Eyeless Jack tried to seduce a long lost lover with Smile Dog and they are going to try out writing creepypasta.
1kwpmol	1358905523266019300	DarkLaughterTDB	TimeAndTimeAgain	1612823303849	@ My fear is that it's been shown time and time again that it's impossible to create fiction critical of the Marine Corps that doesn't become a cult classic among Marines as embodying everything they love about the Marine Corps.
t6c4ce	1358905868746694700	MsEmilyLiner	PleasedAsPunch	1612823386227	Six years ago, I never expected that one of the interns at my old DC think tank would go on to write a book. Then again, six years ago, I never expected to move back home to MS and open a bookstore.That is why I am just pleased as punch to host this event. Please join us!
jhao8e	1358906322297778200	ZubyMusic	DayIn,DayOut	1612823494354	@ I'm referring specifically to people who just go around writing garbage and spreading negativity all day on other people's content. Day in, day out.
tv7i5c	1358906413796520000	BeerDharma	CloseToTheVest	1612823516176	@ @ Guessing because of the nature of the banking/books in the biz, most folks would hold that info close to the vest, but maybe there’s someone talking/writing about it somewhere? Definitely a conversation worth having with the direction things are heading
1pe4wwu	1358906568251687000	theefer	TripDownMemoryLane	1612823552995	^ my programming language journey over the past 22 years, in the rough order I first used them for some non-trivial project (~months).Writing this list took me on a trip down memory lane 👇
wlmg5t	Wrix2	1358912774366191600	InYourDreams	1612825032646	@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ You can steal it, write your own version, the most important thin is to love, accept and support all good people in their dreams. That, BTW means you in your dreams.
e7334n	EponaAuthor	1358913642528452600	AnArmAndALeg	1612825239753	Editing doesn't have to put you in debt or cost an arm and a leg. Caring, compassionate editing on tap. Book your spot now with a 25% deposit. I love (heat, LGBT, &amp;/or paranormal WELCOME!), and URL
rpp59z	diIfdean	1358913700439052300	TakeOneForTheTeam	1612825253451	okay who’s gonna take one for the team and write deancas doordash fic because i feel like i have been talking about this for months
srjg1x	1358917585362841600	Kislingtwits	KitchenSink	1612826179658	I'm reading a kitchen sink drama and so far the author has killed off more people than I have, a guy who exclusively writes about historical murderers. I'm feeling good about my restraint.
1u28juc	1358917878381244400	speIIbond	BrokenRecord	1612826249484	not to sound like a broken record but why is writing so hard
7xrsd	1358918432285073400	1st_Earl	OnlyAMatterOfTime	1612826381572	She is full 0f shot, she wanted to write with the other guy for a very long time. It was only a matter of time, before she picks the next guy that was inline. Not because she wanted to write with him. -Laughs grow up-
pv9tbo	1358918547364192300	1st_Earl	OnlyAMatterOfTime	1612826408993	She is full of shit, she wanted to write with the other guy for a very long time. It was only a matter of time, before she picks the next guy that was inline. Not because she wanted to write with him. -Laughs grow up-
l9zlq2	1358918995005628400	fl0werxroad	MakeMyDay	1612826515754	@ maybe inspiration comes back during the next days ✨ i was thinking about looking at prompts on the internet and pinterest to help along hehe 😆i have no doubt you'd write a comment that would make my day once again 🥺💕
1yqem7d	1358919536888721400	filly_gal	SetTheRecordStraight	1612826644955	@ @ @ Hunter Biden is a private citizen who was ruthlessly attacked by Trump, et al. The 1st Amend allows him to write his book and define who he is in his own words and set the record straight. His parents said they're proud of him, DNC not buying copies. No ethical issue here.
1vi60r1	1358919698356854800	Chris767Roberts	LovedAndLost	1612826683402	Tis better to have loved and lost than to be scrolling through a dating website. 
1o4sttr	1358919727054286800	ChawnSarter	OnlyAMatterOfTime	1612826690299	Hate this freaking yearPokemon Rumble Was A Franchise that had Potential but After a slew of mediocre entries, it seems that the writing was on the wall and It was only a matter of time before something like this happened.There Goes Any Chance of Getting a Rumble Blast Remake
1n25prg	1358920077823860700	Dsds_isnobotthx	RingsABell	1612826774003	Meet Ruby for the first time...she knows about why girls blush when men write on their slates (rings a bell? mice in pockets?) URL
h7b6et	1358920084962463700	sepulchrallyme	OnTheBandwagon,JumpOnTheBandwagon	1612826775643	I could already see how this tally could push readers into thinking the top writers have an authority on the overall spectrum of fan fiction in the fandom. I mean, the past weeks have already shown that a lot of people like to jump on the bandwagon.
21qptu	1358922518791417900	EmmaSharpest	InYourDreams	1612827355912	It's dark ... again ... now I'm going to close my eyes and run around my head screaming in terror, for eight hours, if I am lucky! What do you do in your dreams ... ? 
19rpfd2	1358922527133687800	chibikonatsu	RichAndFamous	1612827357884	@ I'm just reminded of working at a bar and one coworker responding to one of those naked celebrity photo leaks by saying that by virtue of being rich and famous actresses owe us their naked pics.Me: *stares in intersectional horror*
1mfr8oo	1358922758986555400	kedizeIda	BrokenRecord	1612827413142	i really do sound like a broken record but if they dont drink blood as a sex thing why are u even writing about vampires u know
yczh6c	1358923324282130400	rob2e	DimeADozen	1612827547916	@ Fantasy movies are a dime a dozen. I would definitely include as many details and buzzwords from the game.
1m22n3h	1358923383946293200	EmmaSharpest	TakeOneForTheTeam,TripDownMemoryLane,TimeAndTimeAgain	1612827562165	Sing me a cliche before we sleep ... take one for the team, or a trip down memory lane, or time and time again. I lust for such a phase. 
1auo0hg	1358923956338765800	breadcheese444	HeartsContent	1612827698633	@ I say write it! You don’t have to post or share it anywhere, but I’ve written extremely self indulgent stuff in the past that I never posted but it gives me such a massive boost of serotonin to just reread it, so go for it and yume to your hearts content
146t39o	1358923996696354800	DamnFineCoffee6	EndOfTheDay	1612827708237	@ which for a character of zeke's intelligence as well doesn't make senseI would personally also consider this to be worse than talk no jutsu tbh because at the end of the day despite naruto having meh writing it always stayed with the lanes of just being another battle shounen
n46tlm	1358923999804235800	ForestWellsDen	TimeAndTimeAgain	1612827708970	Time and time again, my digital imaging classes prove invaluable. Whether it's as simple as removing a bad comma on my cover, or something far more complex, it has helped me in SO many ways in my side-skills that have helped you? 
1hm4iky	1358924114086539300	richiesheartt	InMyDreams	1612827736191	richard i'm writing you a letter and sending it to hell please respond back in my dreams
1d29cq0	1358924481213960200	prestonmaxallen	ThinIce	1612827823761	@ And like certainly for franchises and such that stuff isn’t going to go noticed or make a dent in their merch money but I am but a single human trying to write musicals for a living! I’m already on thin ice financially here!!!
13lh3l	1358924783279341600	deathsantlers	InANutshell	1612827895758	Lrt holy shit, my life in a nutshell as always thankful to people for tolerating my ass for writing damn threads on literally nothing :D
zjnx31	1358924983003730000	sergiosdottir	StuffedShirt	1612827943403	@ I'm in Florida and would find it hard to write a letter to him without calling him a slimy, demagogue, wuss, wimp, stuffed shirt, asswipe who hides behind Bible verses.
50vd7w	1358925323975471000	M_Marmite	BegToDiffer	1612828024713	I beg to differ- over my years being trained by psychologists in order to help build emotional literacy talking and writing about traumatic/unhealthy experiences actually help. You might never get over the experience but you learn to let go. That weight off your shoulder.
he2wb2	1358925350516965400	loveshltz	EndOfTheDay	1612828031000	@ uhhm creo q no, yo pienso q what a feeling, i want to write you a song, iicf, a.m. , long way down y end of the day
xclhco	1358925580842975200	Not_Matthew1	LaborOfLove	1612828085937	@ A great labor of love and dedication. I really respect and appreciate the work and time you've put into this thread, and writing about Turn-A in general.For whatever it's worth, this thread is the reason I started watching Turn-A. Binged it, and just finished today. I loved it!
hg4anc	1358925840537571300	Monicajosephhh	InMyDreams	1612828147855	i remember when you used to write "i love you" in the fogged up steam on the mirror. "to remind you after every shower," you'd say. i've never met a more perfect person for me. only one has managed to come close. but even after all this time, it's still you in my dreams.
1gahamc	1358925988290257000	sushiisachi	InAWord	1612828183071	thinking about the first book i ever wrote which was a “charmed biography” where i basically just summarized the wikipedia pages for the main cast of charmed in a word doc and 100% thought i’d be published
1v7a5yr	1358926578474913800	ainasaurus_rex	EndOfTheDay	1612828323777	im sorry to everyone who has been waiting for another chap of 19 years and counting!! im writing the chap rn and it should be up by the end of the day! sorry i took so long OTL i promise i wont take as long next time ]:
1pm9a5k	1358926989755887600	JimWatsonOttawa	LevelThePlayingField	1612828421859	@ Council motion passed unanimously for me to write to the premier last week about opening up the economy - And to level the playing field between big box stores and small business
ik0vet	1358927278491783200	BruinsSandi	KeepAnEyeOn	1612828490695	@ Yes she should try to see her doctor or even a walk-in clinic just to be on the safe side. She should keep an eye on the symptoms, maybe write it down to keep track. Her body was in shock so now she will slowly feel the soreness. She will be fine just needs to rest🙏🏻❤️
ydbbzi	1358928142203822000	idonthavenodes	MarkMyWords	1612828696591	mark my words at 7:00pm in 2 mins i will start working on my essay
ac01hr	1358928885866500000	NorthSouthBooks	InMyDreams	1612828874022	On today's "National Kite Flying Day," we are dreaming of flying just like the grub in our newly published reprint of "In My Dreams I Can Fly" by Käthi Bhend and Eveline Hasler. It's a classic. URL URL
rv357h	1358929459873607700	kaimatsumi	OnARoll	1612829010749	I wanna get home and write so bad... 2 more hours. I think writing 2.5k(?) 1.9k??? Words put me on a roll yesterday
1acd9bl	1358929465561202700	jpaulcampbell	InANutshell	1612829012188	Meerloo's "The Rape of the Mind" in a nutshell. If the book seems daunting, you could do a lot worse than read this translated review of the book first published in ‘Club der klaren Worte’ by Prof. Oliver Hirsch on 4 Jan 2021.
57j75e	1358929757136695300	BookSyrup	BoilsDownTo	1612829081652	My writing &amp; art is based around confessionalism, which is a type of writing that boils down to taking the personal and making it universal, so others can empathize, and I guess I channel it wherever I go if I can. One thing I will say is that I do notice whenever I am slightly
64sbiu	1358929804100309000	yrlo6	InMyDreams	1612829092876	Lies I’ve seen my phone in my dreams a few times, I can even recall a lot of those because I used to write down my dreams
ln507n	1358930155410870300	DarthSLR	OnTheRocks	1612829176789	On the rocks. Full set on Patreon and on demand. Looking for fit flexible female models interested in having fun, taking great pictures and getting published as the result. Artnude, TFP, publication 💯 guaranteed. COVID safe.Must have your own mode of transportation. URL
1x3sz5e	1358930543929413600	baddhaye	EndOfTheDay	1612829269236	@ I thought she went through both depending in the situation? Kind of like how Bruce has gone under numerous Hulk's. Like Joe Fixit and Maestro. I like both the designs cause at the end of the day it's still the writing for her character that makes her cool. Big Strong She Hulk: 👍🏿
wgyo4b	1358930989616144400	song_of_lark	SetTheRecordStraight	1612829375505	By the end of her life she was reduced to writing letters to film experts who had attributed her work to men, attempting again and again to set the record straight, while simultaneously working hard to track down and be given copies of HER OWN WORK, which she did not have.
1l0prbq	1358931346186408000	sirpanderson	BoilsDownTo	1612829460539	A lack of creativity often boils down to overwhelm, the wrong approach, or too many inputs. It’s an easy problem to solve. URL
1cg5spw	1358932283533783000	barbiedrip65	BloodSweatAndTears	1612829683985	@ Maybe y don’t listen to her albums but there a lot but here is my fave “I put my blood sweat and tears in perfecting my craft I’m still every teams number one pick in the draft” have ever listen to freedom by Nicki u can’t tell she not passionate about writing
1c5sj0t	1358932795230466000	LucyGreenhalgh1	NeedlessToSay	1612829805980	@ I travelled across country for a drama school audition, got there and it turned out they’d emailed me the wrong date and sent me home. Did the whole journey again three days later, on the correct day, and the panel spent my whole slot on their phones. No recall needless to say 😅
yx5jxe	1358933039120867300	skinnysinnyy	OnTheSpot	1612829864136	i dont like k3ltie c0lleen but could u ducking imagine ur boyfriend writing she had the world abt u?????? i would have simply died on the spot
7t2pqd	1358933223233970200	EmmaSharpest	MakeMyDay,GoesWithoutSaying	1612829908013	I close my eyes and make my day to night.I shutter that fake sun whos insomnia glows blue.I breathe myself away from here for god to swallow.She goes without saying.night night, sleep tight :) 
1wcfqvc	1358933714265399300	Aliveritas1	WeedThemOut	1612830025110	@ Why can't people write their own original stuff? It's so disrespectful. You should want the best, that come out of those that did the material. They should let me quiz them re: Blade history... I'll weed them out quick.
1vql77c	1358933886290563000	bowen9123	RealDeal	1612830066136	@ @ @ It would be a sight to see for sure! Chacun half looked the real deal LTO so it's all to do but let's not write off the old boy just yet. The old boy treble: Altior, Tiger Roll and Native River 🤨😂. Crowd would have been electric.
15dwcas	1358934187718414300	RenIsuzuBot	EndOfTheDay	1612830137949	I thought it was normal to write in your diary at the end of the day... But sometimes I open it at noon. Writing then is different from writing at night...yeah.
eymb9f	1358934260460224500	DakotaWillink	OnlyAMatterOfTime,MarkMyWords	1612830155308	Authors who actually write their own words can spot you a mile away and it’s only a matter of time before you rightfully end up on the proverbial chopping block too. Because mark my words, you will be found out eventually.
i3e0fx	1358934554615156700	SylvesterBarzey	DownAndOut	1612830225460	@ One is a young up and coming Hollywood Agent the other is a down and out 90s heartthrob they shouldn’t mix business with pleasure cause it can be deadly 😝 I’m a horror writer, who snuck into a romance anthology
ul08tn	1358934944995811300	Cisconic_YT	OlderAndWiser	1612830318508	how can one say they are older and wiser when they start drama with half the community and block anyone who disagrees with em 💀
1wu6ez9	1358935320260014000	ryanestrada	TheEndOfTheWorld	1612830407991	Man do I love high-drama low stakes stories. I'll care more about John Wick's dog and Bob Odenkirk's kid's kitty cat bracelet than I will ever care about the end of the world, because THEY care, and the movie has to put in the work to show you why they care.
m2czzn	1358935333883138000	501Commons	CrashCourse	1612830411335	Spend your whole morning with @ on Friday, Feb. 26 to get a crash course in grantwriting! If you have limited or no experience in writing grants, this three-hour course will cover writing techniques, prospect research, &amp; budget preparation.URL URL
9ostxf	1358935547977285600	DakotaWillink	OnlyAMatterOfTime,MarkMyWords	1612830462282	Authors who actually write their own words can spot you a mile away and it’s only a matter of time before you rightfully end up on the proverbial chopping block too. Because mark my words, you will be found out eventually. ￼￼
ln8zui	1358935893545992200	spiderkooo	OnARoll	1612830544693	I wanted to write kghn fluff since im on a roll today but It feels weird ? Like It feels as if i can only write sapphics. Not even het ships (well theyre all bi but yea🙄) like zelink or spideychelle that i love. Idk idk
1qlyy1z	1358936234240991200	lena_fiala	BetterLateThanNever	1612830625945	"Chapter 8" of my story "City girl Meets Countryside" went online a little late, but better late than never, right? 😊 Here's the link if you'd like to check it out. URL
2zedm2	1358936311365795800	UCSF_Epibiostat	InAJam	1612830644311	When deciding how often women need mammograms, use breast density as one of several risk factors, write @ Karla Kerlikowski and @ in a JAMA editorial. To which breast density paper authors/advocates say -- yeah, good idea! URL
1npv5mk	1358936409512554500	SoulstealerBook	InMyDreams	1612830667778	This section of the book was in my dreams last night. I woke up sweaty...URL it here: URL URL
x2vbqu	1358937933710041000	ToutSuiteSinner	KnowHimFromAdam	1612831031107	@ I am a Native Texan and have never heard of him. You don't know him from Adam. Tell your staffers to stop writing disingenuous tweets to make you sound almost human. It's not working.
qt0qjj	1358938924723277800	SamyraTell	OnARoll	1612831267364	This novella keeps my emotions on a rollercoaster. I'm loving this author who isn't afraid to tackle race in her fictionURL
19n0kud	1358938939206336500	JaegerPony	PointInTime	1612831270819	@ @ @ @ I usually only delve into the depths of my vocabulary if I find myself saying the same word a lot at the same point in time, if I'm writing/rping for flavour, or if I'm trying to annoy someone. 😋
16fymng	1358940245631328300	Articul8Madness	OnARoll	1612831582319	2 Lists in 1 week. is on a roll. I'm honored.
1rxcksj	1358940689824968700	isabeljames_1	OneInAMillion	1612831688323	IT'S LIVE! THE CROW’S NEST“It’s not your pussy, baby. It’s mine. You just get to wear it.” It was Kismet. A one in a million chance encounters. A journey filled with discovery of raw emotions &amp; unbridled eroticism between two loversURL URL
14upmp2	1358940727468785700	mpmcsweeney	StartFromScratch	1612831697204	@ I tried to write my (nearly done!) first one over the course of six-ish years. In 2019 I saw down in July to start from scratch and was done before August. But I'd spent that half-decade dwelling on its contents and writing/re-writing early scenes. So I guess I'm 'other' haha
xya3cu	1358940941139267600	FireChi34528144	TakeTheBait	1612831748158	@ Lol...you ARE hardcore....agree with the kneeling crap...another reason I like Brady...he's a friend of DJT's and supporter...and he doesn't give a shit what anyone thinks...some retarded female writing school grad tried to take him down before the SB, but he didn't take the bait
korzdc	1358941188884029400	HannahJoParker	KitchenSink	1612831807158	@ I write this sitting in the kitchen sink. 💗
6jdgcj	1358941883200925700	joellooper	RealDeal	1612831972736	Very pleased to see a writing professor of mine from years ago win this award. Thom Satterlee is and has been the real deal. URL
1a8p2cn	1358941994404388900	real9tails	OlderAndWiser	1612831999225	if i got a month to write an essay, i'm writing that essay in a month, i'll be older and wiser by then
17fi8sw	1358942057725837300	MattEMiller	GiveAndTake	1612832014360	@ @ Good share. I've had similar musical journeys and wondered how much I was missing. So much that makes it to us is a distillation of competing ideas and sounds- or one side has romped- and the drama of that give and take can't be duplicated umpteen years later
kqf71t	1358943757148782600	NewsbyMor	ColdShoulder	1612832419505	It is not always the that gets the cold shoulder. 🙁 🙌🔔 URL 
1q6dzqj	1358943759954833400	LanceHathorn	GoAgainstTheGrain	1612832420220	@ Luke, it took some courage to write this column and go against the grain in this envrionment in 2021. You are to be commended for warning against shaming and ridiculing people in a country where it's now a bloodsport.
vzhpzs	1358945658896453600	swati5rana	TheEndOfTheWorld	1612832873188	Teaching Ed Roberson’s book of poems, To See the Earth Before the End of the World, and rediscovered "Chromatic Sequences": unforgettable, astute ecology of race URL
7lzrwr	1358948543793418200	TheDorkery	OffTheWall	1612833560685	@ Depends on the story. When it comes to my zany, off the wall horror-comedy though... well, no comment;)
1f5u64y	1358950155538608000	abjortia	WrittenInStone	1612833944982	future historians will write theses about this song. the lyrics will be written in stone and placed in the louvre. robots will be forced to sing this on command. URL
1p0t9xa	1358950355074244600	RBaroness13	SpinningMyWheels	1612833992527	Been doing more writing, it's for that Sims3 story and I'm stalled at the moment. I have so many things I need to think of that I end up spinning my wheels and going nowhere.
ofta7y	1358950527460114400	Hangesw1fe	HaveHighHopes	1612834033662	@ i really do i have high hopes bc of how good isayamas writing is but all things point to the loop theory, it just SUCKS that we have to wait two more months 💔💔
1k7ao4f	1358951075127021600	SeanDGod1this	CrystalClear	1612834164206	@ @ Ur forgetting the fact that ther is a Spiritual war being fought right now as we write between satan n the angels that followed him n God n His angels that follow Him. The Bible is crystal clear who wins this war!!! It IS God! God1!
725d6k	1358951282900308000	plavelo_en	EndOfTheDay	1612834213760	I'm hoping to get the function working by the end of the day with the C compiler I'm working on, and I need to write the README as well. URL
16hkoug	1358951307931967500	beaninspire	EyeForAnEye	1612834219842	An eye for an eye only leads to more blindness.-Margaret-Atwood URL
1szimlx	1358952073665077200	noseyinahood	BackToTheDrawingBoard	1612834402273	Horrible joke. Go back to the drawing board. And write me something that makes me laugh.Bitch.
x6jhwj	1358952209417986000	Lunacriesalot	OffTheTopOfMyHead	1612834434691	its telling me to write about a special day but i cant think of any off the top of my head :[ URL
5k64as	1358953280122966000	SiTheLyricist	DownToEarth	1612834689918	@ Lol well, I follow you cause I saw you’re in the MS area, we have cool interactions, &amp; you just seem genuinely down to earth✨. I’d love to see more of your art on the tl. Maybe I’m just not on when you post it (maybe switch up the times?). Def more writing too &gt;
7vxeqt	1358953587708211200	DRMontgomeri	NeverSayNever	1612834763266	@ Never say never. There's a market for literally everything. Believe in your book, your stories, your voice and your value. You may get published, you may not - heck I'm still trying to get past a single short story sale. But trying and failing is part of the process. Keep going!
iszesx	1358953850611269600	ElisesWritings	InANutshell	1612834825935	@ Hi. As this is a tweet about art, its not really relevant to *StrictlyWriting -which is (in a nutshell) writing discussion tweets.
2y9cev	1358954084137541600	DJSchinhofen	PainInTheButt	1612834881595	@ AR3 is March sometime, AG8....unknown due to needing to take a trip before I write it and travel being a pain in the butt right now
14q6bef	1358954221333266400	RaviDas90922857	PointInTime	1612834914367	@ Yes, i just read about this. Our critical infrastructure is extremely prone to attacks like this. I will be writing an eBook on this at some point in time.
14l7pe3	1358955428672118800	chaitealatteeee	PointInTime	1612835202164	I'm going to write a letter to my inner child because I really wonder what she's attempting to communicate to me, and what she's attempting to say to me at this point in time.
1i6vzez	1358959471725224000	gammamattervrtx	LeapsAndBounds	1612836166154	@ @ You obviously do not understand this topic but have decided your opinion is worth writing anyways. Weigjt classes mean nothing in this conversation. Men are leaps and bounds strong and in many ways more athletic than women of the EXACT SAME WEIGHT. Yea,the advantage is that clear
10n9f70	1358959594182164500	den_ebooks69	TripDownMemoryLane	1612836195341	If your observers weren't able to bump my shitty 60hz monitor up to sandy hook on a trip down memory lane reading old rumors about how to write things more.
14jhs2n	1358961938169016300	dilectusmuta	InThisDayAndAge,ThisDayAndAge	1612836754227	— people looked at her as if she was a total crazy person, always writing things down instead of speaking. like there wasn't something more odd than a mute in this day and age.so here she was, in the coffee shop, trying to order her iced cappucino, but she couldn't seem —
vqmyx1	1358962103596576800	changbinologist	AllFunAndGames	1612836793622	mlrt is all fun and games until i write the ultimate american football au fic Bc i am one of three gay people who understand football
